Stars,HelpfulVotes,Review,Polarity,sentiment(Polarity)
5,0,The media could not be loaded.  One of the best Amazon products I have ever purchased. And I have gifted the same to many friends. Simply superb. The AI based song selection tool is nothing but great ..,0.633333333,Positive
4,0,"It is good but what I didn't like is that on the page Amazon is marketing that it integrates with Gaana, but that is not the case. It has no integration options for Gaana which is a disappointment for me as that is the primary app I use for songs and I brought Alexa majorly playing songs.For Rest all features, I'll update the review once I use it for sometime",0.140625,Positive
4,0,"Awesome product with improved sound quality but still some improvement is needed like woofer. Sometimes it gets confused in song selection and answers diffently or find difficulties in locating nearby places. I find Alexa very talkative and full with humor. Hope Amazon will look into it and it will be resolved/ improved. Nevertheless, it is value for money.",0.31,Positive
5,0,I own my Echo-Dot for 5 months now and let me tell you ITS AMAZING. Alexa is an amazing voice assistant and The Speaker itself is also amazing with its crystal clear surround sound audio setup. It is very fun to play with and has LOTS AND LOTS OF apps and games and smart home features that you can find in the Alexa App. The speaker is soo intelligent that it can pay your electricity bills and network bills with it too. I totally recommend buying this smart-speaker.,0.430428571,Positive
1,2,"Not much use as the integrations are very limited. Would prefer to use a two way light switch over saying ""Alexa turn on lights"".plays good music but limited to few music streaming apps.The rival smart speakers seems to be a smarter choice.Alexa doesn't know how to play YouTube 😵",0.121428571,Positive
5,0,Set it up and started to command Alexa to do my bidding. Son and missus also love it. The sound quality surprised me coming from a small speaker. Tried to connect with a bluetooth speaker but not successful. There is a learning curve that must be tackled though. The test drive will go on for some more time. But so far so good.,0.209375,Positive
1,1,That should be wireless. So that it can be easy to carry without a switch. Just because of wire it's so annoying.,-0.183333333,Negative
5,0,"Alexa echo dot is an amazing product. The sound quality is top, very premium. It is very easy to use. Nothing like Bluetooth speakers where we have to turn on Bluetooth then connect device and all that. It’s very easy to use, just connect once and ask her anything to play or other things she can do. Alexa recognises the speech well. Once connected to the account, that phone containing the Alexa app does not need to be home or near. She can operate independently. Only need is wifi and electricity.",0.311296296,Positive
2,0,"I've a Google home mini, that's why maybe I'm disappointed with this product. I compared it by asking the same questions to mini, echo mostly said, I'm sorry. When I asked Google home, what is Om, it recognised and immediately said the relevant answer. Echo did not recognise, I then pronounced the alphabets, still it failed to help, I then asked what is AUM? Then it replied stating it's a terrorist organisation, and I thought I'd rather not ask it anything.",-0.141666667,Negative
1,3,Most of the features are not available in echo dot when compared with echo.Better you buy echo instead of this echo dot.Voice recognition also weak.,-0.025,Negative
3,0,"Mostly we use it plays songs and sound quality is better than I expected.Alexa doesn't recognise some very common things, places, animals etc but it may improve overtime.Overall, it's an average product as you can control/interact with your phone as well with voice. Connecting your phone to a bluetooth speaker gives same functionality with Google voice instead of Alexa.So it is definitely not a must have type of product.",0.122857143,Positive
3,1,It plays out nice music but it found it hard to connect smart bulbs. I bought Halonix smart bulb. It recognized the bulb but can't control it.,0.18422619,Positive
5,0,it can be used in car; need to buy one 12v adapterSparkel 12V Car Cigarette Lighter Power Connection Cigaret Socket Male Adapterthen fix one DC Plug pin 4.0 x 1.7 mm to this (usual size DC pin size is 5.5 x 2.1 mm),-0.125,Negative
2,1,Integration takes too much time. Doesn't understand a lot of stuff and worst part is it needs to be connected all the time. Unable to connect to my mi smart android tv.Too much time and energy needs to be put in to set it up with anything. Not worth it.,-0.172619048,Negative
3,0,"Sound quality is better in other blutooth speakers, if you want just to hear music go for other alternatives. Disconnects everytime power goes off and have to manually reconnect . Voice recognition is not soo good. Smart speakers are not quite there for regular use. Still scope for lot of improvement.",0.223469388,Positive
5,1,Works awesome and the size is a bit more than echo dot 2nd generationNice voice recognition and speaker quality is not good as Bose speaker but for that price it's good and I have used it with Bose sound link revolve and works great with it and has Bluetooth and Aux option good for home automation.,0.46875,Positive
5,0,"In front of this 3rd Gen Dot, 1st Gen sounds like a tin can. Worthy product. Wait for prime day, you'll get your Dot below 3499 and then give me a treat for this valuable information. :) Just joking. Sure, you can purchase it.",0.333333333,Positive
4,1,"Needs some upgrades, but overall nice & entertaining. Can recognize some of Hindi also, but needs subscription of Amazon prime & Savan separately. Good reception & output, pairs automatically with Bluetooth on voice command.& Now works in hindi also @2020....",0.45,Positive
4,0,"Excellent product, the sound output is also good with a decent amount of bass. Connectivity is good with Bluetooth and line in options. Most of time you will have to shout out if music is being played unlike Google. Over all it a good product...",0.502083333,Positive
5,0,"This echo dot is a family member of mine,always she replies whatever I ask.now she is paying all my bills.half of my work she is doing from morning to night,starting from waking me up to go to the bed by playing beautiful songs.",0.85,Positive
5,0,"The media could not be loaded.  The echo dot is an incredibly awesome amazon product.Talking about the sound quality, the sound quality is beyond expectation for me, its crystal clear and quite loud as compared to its size. Alexa integration is great, it can do things like movie tickets booking, can book a cab, it can easily be linked to apple music or other streaming services, can read news and specially it can understand hindi which is awesome. Talking about the 4 mics integrated in the device. These mics works just awesome, it does not matter how loud the music is or how far you are from alexa in a room, all you have to do is say “Alexa” and she activates. The best part is it does not matter how much noise in the environment, she can hear you. Echo dot can be easily linked to other devices.It also works with almost all the smart home devices.( smart bulbs, hubs, microwave, etc)*Note: Echo dot requires a high-speed wifi connection (more than 20Mbps) for better experience. It also requires permanent power supply. If you need a portable echo dot you can go for the portable one which was launched in December 2019.",0.409637188,Positive
3,0,The speaker is of good quality. Searched many queries but when compared with Google then it lags in some answers where Google is mostly accurate but alexa is not. It only needs to upgrade the knowledge base/AI otherwise it is worth the money.,0.38,Positive
5,0,"Super happy with the product...it takes and understands commands in hindi also now though the replies are in english only...you can use it for variety of purposes like listening various genres of music, kids rhymes, devotional songs and much more...its super fun to use..Regarding the sound quality, its very good even for a considerable decent sized room...also it can take commands without any issue even from a distance of 8-10 feet...I got it for ₹1999 for the combo with Wipro 9 watt smart bulb in the Great Festival Sale...For that price range and the benefits, i recommend it to everyone...A fun companion for your home...",0.346972789,Positive
5,0,"Writing this review after using the device for over 3 months. Sound quality is perfect. Playing music just by asking is playful for both kids and adults as well. One thing need to know is amazon prime subscription is necessary to play the music, Else its of no use. Rest everything is superb about Alexa. My kids love to play and start their day with wakeup alarm set on Alexa. It plays everything. Just one word to describe- AMAZING.",0.583333333,Positive
1,1,Product is not working now.Its within the Guarentee period of 1 year.Pls let me know how can I get it replaced or exchanged.Have written several emails to just return the product and refund the amount to my account but due to Lockdown could not be done.Pls return the product or replace and confirm on an urgent basis,-0.0625,Negative
3,0,"It can control my smart light. Read podcasts and play music and generally answers questions. Big drawback is, it can't control my Mi TV. So go for it only if you want to as there is not much practical need for it",0.094047619,Positive
5,0,"Sound quality is good, easy of use, great features, can connect with home theaters or other music system. alaxa's responses are too prompt and good. hindi not available though there is way she can speak hindi : ""alaxa, remind me in 5mins main bazar jaunga.""",0.359375,Positive
5,1,"Good experience,Good sound quality,u can also operate ur smart gadgets with this....when u asked funny question to Alexa in Hindi....She replied in a funny way,that was soo interesting about this product andAt night when u talk in wishper,she replied in the same way....that was soo cool....i lik this product.Must buy it...",0.330612245,Positive
4,0,Pros:1)improvised version gives better search results2)very less heating up of device when plugged in for longer time unlike 2nd gen which used to get heated up quickly.3)amazing speaker quality.Cons:1) search results still needs a little bit of improvement.Overall a very handy and a must buy chatbot from amazon. Loving it,0.254305556,Positive
5,0,Product is pretty good in other words it is awesome I am using this daily for streaming songs and weather forecast. Easy to install and easy access Bluetooth.Even my kids uses it to access rhymes. Thanks to AMAZONBut coming to delivery it is too bad recently I have ordered two units in which I have received one and other one is not delivered till now customer care says that my products is in damage condition that is the reason it is not delivered.very unworthy reason from amazon Being a very big reputed company. I though of gifting it to my friend on 03-Oct-2019 as it was his bday but you people have disappointed me.,0.101282051,Positive
1,3,Not easy information to understand and very hard to understand connection an how to use. AND VERY IMPORTANT THINK THAT THIS IS NOT WAIERLESS. BLUETOOTH OR WIFI TO CONNECT ALWAS U HV TO C PLUG FOR POWER,-0.025277778,Negative
5,0,"I have recently bought Bose Companion computer speakers which has phenomenal sound quality. But, it lacked one thing, it isn't wireless, nor it has bluetooth connectivity. After connecting the Echo Dot to my speakers, I have unleashed the full potential of the speakers. Now I can connect my speakers via multiple devices wirelessly and even can control the volume without physically touch the buttons. This was a much needed upgrade for my speakers, and I loved it.I have not separately tested the sound quality of Echo Dot (3rd Gen), but it is definitely better than the 2nd Gen one. It catches up the voice commands really easily far away from the room even when there is ambient noise present. It also has great bluetooth connectivity, can connect over long ranges without any distortion. One downside I faced while playing movies over bluetooth from my PC is, there is a bit of lag in the sound; but it is very intermittent.",0.236842105,Positive
5,0,"I bought it on sale and initially configuring it was a bit difficult. But once configured the configuration stays with it. The app is also good. The music with Amazon prime is good but not that much with Saavn, may be due to the free tiers. For complex words alexa fails to understand. Overall good pass time :). value for money.",0.147916667,Positive
2,0,"Many times it doesn't recognise voice, when I ask for Telugu songs it plays in other languages. It forced to subscribe Amozan prime. If we don't subscribe Amazon prime it doesn't play from Amazon music, it plays from Hungama music. Waste of money. I review this after using Echo dot for two months.",-0.03125,Negative
1,0,I have got it replaced but it's again not working and now fed up with it's performance. I asked amazon to replace it with Eco Dot 4th generation and willing to pay difference but they do not agree and willing to pay difference amount which will occur to get new 3rd generation eco dot.,0.159090909,Positive
3,0,Its not good as compared to older versions..I own the first version of it and it was awesome in taking commands and can recognise my voice from far like a charm.. But this one many a times don't recognise my voice even if i am sitting next to it.. Not happy.. This device have other flaws also.. Like while playing next song..it actually doesn't stop the song playing for like 2 seconds..,0.145138889,Positive
5,0,"I bought Amazon Echo Dot during sale and it was complete value for money deal. Infact within few days of getting my first device I also ordered another one through my brother's account. Now we not only have a great assistant with loads of skills (most used are by my kids to ask questions and request school rhymes), but also an intercom system. The build quality truly made me love it. Great work team Amazon.",0.34375,Positive
5,0,"Will make you more lazy, Alexa help me to control my electronic devices.While I talk with alxa in Hindi that's the best time of my day, especially initial week will give you much pleasure, because you will become kid as this is gonna be a smart toy of family",0.277380952,Positive
4,0,"The audio is quite good, doesn't get too loud when maxing out.The integration is quite seamless and voice works 95%+ of the time.The only downside is not having wireless portability.But it's not really designed for moving around the house, as it takes quite a bit more time than expected to boot up.",0.171428571,Positive
4,1,At beginning it was amazing. Later I'm just using it for music and news nothing else.Its quite handy if you want to know something quickly.,0.383333333,Positive
1,1,"Good speaker, Bad softwarThis is very good hardware and speaker. However very much handicapped by amazon on software front. It can not understand your commants 70-80 percentage times and very limited to music and saavn. However you can not use any of good music apps likeFor example when you say-Alexa play 1970 yearsAns play top hindi 50 songs",0.325306122,Positive
3,0,"Not that great, as not everything that we want can ask with alexa as she ll say she isn't aware of.. Google one must be much better than this as it ll hav more info than alexa..Also the songs, not everything is in it.",0.5125,Positive
5,0,"It's one of the my favorite thing i bought form amazon nobody going to regret after buying it.I love it's design,it's sound quality,it's lighting design,it's voice recognition system.We can call it a mini tony stark jarvees.😉Literally I'm got affection with it.Thank you amazon for development such a smart thing.Sometimes it makes my day with smart answers.",0.232653061,Positive
5,0,Every house must have it ..... It's so futuristic. Indeed a wonder... A companion. Very well crafted. Excellent quality of sound and unbelievable volume from that small equipment. Got it for 2249/-. It's indeed a steal. Ideal to be in home with. Total time pass.,0.285714286,Positive
5,0,"Delivered in a jiffy, set up to my Wi Fi was a breeze, The android Alexa App was simple ... but later I added skills on my Chrome Mac Book .. I used this for my 80 year old mother ... she struggled remembering the name Alexa ... I hope in future versions they let the user pick a for e.g. Indian sounding name in place of Alexa e.g. Meera ... they can they do a global search and replace based on the Users Profile ... otherwise awesome ...",0.183333333,Positive
4,0,"I have no words how good this device is. Super happy with the deal that Amazon offered during it's prime day sale, got it at an amazing price along with a 12W smart bulb. The sound quality of the speaker is beyond basic and average. Trust me no speaker can give you a quality like this one and with the integration of a Smart Assistant in it makes it an icing on the cake. Best deal i have got till date. Thank you Amazon.",0.411190476,Positive
4,0,"Works very fine.I had initial installation problem.I wrote to Echo-support@amazon.inThere was an immediate support, well guided me to install and program the item.Thanks to the support guys.",0.1,Positive
5,0,Really love dis product..... didnt expect this product to be too gud ...Best thing is the way it communicate in eng and in hindiDe only drwaback i see is not inclusion of spotify in it.De product is really gud go for small speaker as it can easily connect with ur home theatre and gives u de better experience and u can save some bucks 😅,0.230555556,Positive
5,0,Just awesome but one thing is missing that is google skill due to which most of the time it say I don't know in case of searching something difficult thing otherwise other features are great,0.192857143,Positive
4,1,Had a little trouble adding the device to my Amazon account but that's probably because my WiFi was acting up. The product itself is great. The sound is pretty loud for such a small thing. The Alexa integration works fine. No complaints so far.,0.129924242,Positive
5,0,"I can just say it's awesome.. Alexa is very smart and answer all questions very clearly.. I am surprised with its feature of understanding accent so clearly.. My 3 years old son can't pronounce Alexa clearly, he say AKASA and she understand his accent and reply him.. Most of the time he talk with Alexa in Hindi language and she reply him in Hindi as well.. He become so happy to hear her answer.. I am very much happy with my purchase.. Thanks Amazon for such a wonderful Amazing product",0.429120879,Positive
3,1,"Features are good. However, all features are not available for India.1. Not catching Indian ascent.2. When you connect your phone with Alexa and call to someone from your phone book then Sound is not coming.3. When I connect Alexa with my Laptop via Bluetooth then I tried to use Alexa as laptop sound then it’s not working.I believe Alexa is only useful for play music, news etc.You cannot use Alexa as speaker of any device.Thank you.",0.185714286,Positive
5,0,One of the Best purchases. Sound Quality is Superb. Inexpensive. Alexa remains the best voice ecosystem for smart home control. Only con: It is not up to google assistant level while answering broad information queries,0.525255102,Positive
5,0,This is a very compact smart speaker. Sound quality and range is very good. Doesn't distort event at high volumes. The Alexa integration is very nice. I can operate other Amazon devices like for TV stick with the speaker. You'll be strides at the no. Of things this can do. Superb and with the money!,0.442410714,Positive
2,0,"Alexa needs a lot more to be smart. Google Assistant on our phones are a hundred times smarter than this device and Alexa. It always needs to be connected to power source, one drawback. Voice recognition is too poor.",0.104761905,Positive
2,0,I ordered the Echo Dot under the Amazon Big Diwali Sale and received it in a days time. As soon as I plugged it in it started flashing a green light without even being connected to a Wifi or the Alexa App. I returned the product and tried to get an exchange but Amazon didn't give an option. Finally disappointed I had to ask for a refund. I owned an Alexa prior to this which also got spoilt really soon. They are selling defected products under the sale banner.,-0.058333333,Negative
4,0,All good experience but the application is confusing and no digital wellbeing or parental control like Google and the voice is not much clearer but bass is very impressiveSome improvements is required that all Good.,0.15,Positive
3,0,"She doesn't understand anything. I ask her to play hindi song, she plays Tamil or telugu or what language i don't know. Most importantly she cannot play from you tube, which is a sea of multimedia. I am totally frustrated with Alexa. Really wasted half of my money.",-0.033333333,Negative
4,0,"Sound output is good for single room. Once it is connected to home theater system, it becomes an amazing product. One major lacuna it has is we have to keep it continuously plugged in. Still I feel its a value for money product with some amazing features.",0.381845238,Positive
3,0,The product is nice but I don't know why the sound seems to be muddy... I have listened to another same ECO dot which i had brought from my friend for testing the sound. This piece given to me is definitely having some issue with sound.,0.3,Positive
5,0,"It is a mind blowing product. Technology is advancing and Alexa is proof of it.You get a friend, you get a companion, you get a personal assistant...…. what not.....!!!Just give instructions and the job is done is seconds.Regarding the product, its very sturdy, build quality is outstanding and very Compact, easy to carry and very easy to use.I ordered it for myself but now my parents are using it and they just love it.They like it very much. its like fun for them, very easy to use and very entertaining.they have got a new friend and are very happy.Thanks Amazon",0.312027972,Positive
5,0,"Being pioneers in home automation integrator Amazon Alexa has evolved from their experiences and creating miracles.. From ease of setting up the Devuce to integrating with multiple IFTTT devices it’s just smooth.. When it comes to music segmentation there’s no better than Alexa to match up with.. I would like to propose to Team Alexa India, to work kn bringing Indian Radio channels integration ..",0.05,Positive
1,1,The media could not be loaded.  Most of the time dont understand what song you are requesting...most popular songs cant be played...which is very annoying. But good for alexa devices,0.2,Positive
5,0,"Amazing product. I Suggest to everyone must buy. Music lover definitely love this. Superb Sound and excellent built quality. Sometimes Alexa is not responding properly b'caz she is not knowing the answer. Rest all is fabulous...... I purchased with offer @2700 rs only. In just 2 days she is like our family member, everybody likes alexa. My kids are so much excited and happy with Alexa.",0.5075,Positive
5,0,I find it very handy. Very good assistant at home. The more I understand Alexa skills the more I find it useful. Overall I do not regret my buy. Instead of China I wish Amazon makes it in India to make all Indians happy.,0.541428571,Positive
5,0,Overall a good purchase. (PS: Got it fora deal price of 1740/- during sale). Satisfied with the quality of sound and connectivity. Sufficient for use in single room. My son enjoy talking to Alexa.,0.321428571,Positive
1,7,"Don't get fooled by it's look.it doesn't save electricity ,it works only when it's getting charge.if you want to listen musics you will have to be amazon prime costumer for which you have to pay 129 rupees per month.SO PLEASE DON'T BY THIS PRODUCT",0,Neutral
1,2,Please don't purchase it shows you are not eligible to purchase amit ji voice due to geographical restrictions.,-0.125,Negative
4,0,"Good one, getting more intelligent with every update. Can be used as auxiliary speaker.Good quality speaker. However, you have to install the various skills to unlock it's true potential (skills are free to install). I have installed akinator ( Alexa guess the person you think) and it is a nice time pass. Good voice recognition.",0.45,Positive
5,0,Can’t imagine my life without Alexa. This is the third piece that I have bought in the past one year and I love every bit of it. A kind of technology that is unbelievable to fall on your desk at a price that is less than 5k. Anyone with some decent net connectivitybshould definitely buy it. You wouldn’t be disappointed in the least.,-0.040909091,Negative
1,5,Alexa only know latest song or anythingIf u ask 2 play old song she cantIts not great thik 2 buyAlexa know only latest savan aap songU tell her 10 think she know only 1Dont buyBetter is our Google application or YouTube,0.1,Positive
5,0,"Amazon is now become synonymous to excellent quality. I bought this during great Indian sale and this echo dot 3rd generation is mind blowing. Super voice recognition and amazing response as usual. Be is product quality or delivery, Amazon is excellent.",0.497619048,Positive
4,0,"Super fast delivery by Amezon India. Product quality is good. Voice clarity is crisp and loud. Alexa is very good listener. Even from 15 meters, device recognise your voice.Alexa have to implement hindi language. Also not able to find train inquiry or flight status.Does her job very well. Thanks Alexa & thanks Amezon india for this great gazette.",0.331212121,Positive
5,0,"It's a very nice product. I ordered it during the big billion day Sale. I got a wipro smart bulb free with it. The speaker sound is loud and clear. Don't go by its size, it produces sound loud enough to fill a small room. And the sound is very clear too. Alexa feature is also very helpful. I have bonded a smart bulb with it, which was very to easy to do. Just follow the instructions given in the instruction manual that comes with the product and all will be done without a hassle. Overall, a very nice product. Thank u Amazon.",0.251772487,Positive
5,0,"Just Outstanding Performance , it turns Out Fruitful than I have thought of. Just go ahead And buy this one. If you have low budget this is the best device and if you pay slightly high then I will suggest go for gen 4 eco device. Overall great performance doesn't heat that much after hours of music play also. I use it daily to listen 2-3 hours non stop while studying in as a background music player and assistance as well.. just don't think go for it.",0.3325,Positive
4,0,"The audio quality is really nice as compared to the size of the speaker, mostly used to listen to classic songsSongs are played incorrectly most of the time unless the Alexa is not given specific keywords of the song by checking on 'Google'Connecting home devices like lights & TV is only to switch on or off so doesn't make sense to pairAll and all the speaker is not upto the my expectations and Google is way way better",0.323809524,Positive
5,0,"Alexa is very good who can serve for every membet of a family as every answer she has :)Good bass quality...u can talk with her in Hindi as well. You can also contol it by ur mobile, can make a call to this, reminders, actions, good morning etc etc, lots of u can do.",0.532,Positive
4,0,"Alexa does pretty much all the job, sound quality is good, Microphone is good not the best. It does most of the job, but it lacs lot of knowledge as it is depended upon Wikipedia, if its not mentioned in wikipedia it wont answer. IF u ask it How are u, it always gives a std reply, which is bit irritating..It most of time blinks orange color to indicate it is waiting for a command word and we arent using it, which is a kind of spying.",0.538888889,Positive
4,0,"The product is great for the price. I bought it for 2799 and it works well. Sound defection and quality is good too. Just the only issue is that sometimes it won’t recognize the commands and it doesn’t have good bass as compared to google home mini. But at this price range, it is a go go.",0.408333333,Positive
4,1,Good Product by Amazon with best price but the Wipro smart light did not work with Echo dot. Would recommend Echo dot for kids.,0.578571429,Positive
5,0,"I was worried ill just put it somewhere and forget it after a while, however I still use it daily to get info, do some emergency calculations and the main and the most used feature ""play songs"".. I have connected wipro smart bulbs with it as well and now it's just awesome automating things.. You must have a good Wi-Fi, must be subscribed to Amazon Prime to use an echo to its max potential.. Highly recommend..",0.248994709,Positive
5,0,Using it since Oct 2019. I am happy with the product.There is scope for improvement in voice recognition. Some intelligence is required in the product when you ask for regional language music.,0.8,Positive
5,0,"Amazing sound quality.Coming from first gen echo, I bought this as a gift for my parents.Way more improved voice recognition and sound quality.HoHighly recommend. Might be upgrading my 1st gen echo dot to this one as well.",0.43,Positive
4,0,"Echo dot is just awesome , pretty smart and if you want to make full use of humanity's best technologies today , go for it.However it's still a little slow to response and you'll need a little patience at start.As for the bulb , it's just average. White light is not satisfactory in terms of brightness rest is good",0.257440476,Positive
5,1,"Sound Quality - A+Design - A+Connectivity - A (could be quicker)Voice recognition - A (sometimes we tell something, it hear some another thing.AI - B (Needs lots of improvement on answers to questions/NLP)Mobile App - B+ (Needs improvement)",0.4,Positive
4,0,"So, it is far better than Google. Have thousands of skills to play with. Speech recognition is just great. Do not compare the sound quality with other famous brands - but it is a different device altogether.The only inconvenience I find is that it needs to be plugged-in to electricity always - no in-built rechargeable battery.But it is a great product.",0.330555556,Positive
3,0,"I have used my Dot for a year and a half, and it has been a nice experience.This was my first smart feature and I loved Alexa. Alexa > Google. Even though Alexa is no Siri.I am disappointed by the fact that it got damaged in such a short span. I don’t think I have gotten the value of my money out of it.A very irritating “feature,” though, is when the Dot announces what Bluetooth device it’s connected to. I know. I connected you.",0.036402116,Positive
1,4,"The product itself is defunct. Echo doesn’t seem to connect to anything including the app itself on the ph9ne. The app shuts down more than its supposed to work, and every time it says check settings, check this check something else .?????? Most important it doesn’t do what it promises it will, to me this is a waste of money, time and drain on my phone battery and memory.",0.208888889,Positive
5,0,Excellent product!Most useful thing I ever bought from Amazon. I got it for 2999rs at the Great Indian sale and received it on 11 October itself(the day of its release)Marvellous product by amazonAlso I would like to mention that the sound quality of this 3rd generation is far more better than that of the 2nd generation.I was going to buy the Google home earlier because of the same reason but then I heard about the third generation of echo dot.,0.3,Positive
5,1,"Unable to connect to fire stick, always showing offline. As per Amazon CSR this feature is not available in India. If this feature not available in India you mustmention in description. When you are selling product in that region. Don't buy this product if you wanna control your fire tv stick using Alexa eco dotIn new update this feature is working",-0.190909091,Negative
4,0,Product is good.Sound quality is soft. I bought two and plays it in synchronised. That is amazing it feels like just one is played at two different angle.Alexa assistance is too good. You can read books from kindle. You can play books from audible aur suno audible just by audio command. Worthy of price but I sti6 suggest to buy in sell you will get good discount.,0.405555556,Positive
4,0,This is my first Alexa product. Got it for 1999 with a free 9 W Wipro smart bulb. At this price the combo was superb. IF you have weak wi fi connection then it will give some trouble otherwise go for it without a second doubt.,0.184183673,Positive
2,0,"Sound quality is good , most of the times it answers whatever u ask. The only problem is that it almost never plays the song u ask it to play , either that song is not available in amazon music or plays something of its own.",0.333333333,Positive
5,0,"if you love music and spend most of the time making home and importantly in the kitchen, with the busy hands to change the music, set the timer, correct measurements for recipe and so much more it will come handy. i mean i love it so much that i want to get more and gift it to everyone i know.",0.34875,Positive
4,0,"It is very Portable Device we can't take it anywhere with us but the place where we keep, it take less space. Voice recognition is Better will play a song it recognition the Voice proper. Now coming to the Integration or its intelligences or AI it is Good, Skills are good, there can be More Skill which can make it best like play Music from YouTube this skill must be there. Over all my experience is good with Alexa.",0.459259259,Positive
5,0,BY THE WAY AMAZON ECHO DOT IS VERY COOL DEVICE I FOUND EVER I LIKED I GOT THIS PRODUCT 3 DAYS BEFORE I ORDERED AT 5 NOVEMBER AND GOT MY PARCEL 8 NOVEMBER I APRICIATE FOR THAT ITS LOOK VERY FUTURISTIC I LIKED THE RING LIGHT ON TOP BOTTOM ITS SPEAKER ARE VERY LOUD MY PARRENTS WERE DENYING TO BUY THIS DEVICE BUT LITTERALLY MY PARRENTS USE THI SDEVICE MOST OF THE TIME BTW THANKS AMAZON ECHO DOT FOR BECOMING AN MEMEBER OF MY HOUSE THE VOICE RECOGNIGION IS PRETTY GOOD AND SHE REPLIES VERY FADT AND WELL I THINK WHOSE HO ARE THINKING TO BUY A SMART SPEAKER U SHOULD GO THROUGH WITH THIS DEVICETHANKREGARD SDEEP SINGHA,0.385663265,Positive
5,0,We use product for music and smart devices like lights. If you are amazon prime member then good you can get all best quality prime music songs if you are not then also fine you get other apps like hangamaa music or jiosavaan etc. Also gives information from internet that you ask for.,0.441190476,Positive
5,0,"Life changing gadget , musically I am complete . Have bought the echo input and fire TV stick after this . App has some glitches but not the device . Couple of years later added an Echo plus and a refurbished echo dot 3 . The echo dot sound quality seems to have improved ,maybe its the updates . Very happy . Echo plus sound no improvement",0.38,Positive
5,0,Speaker is very loud and sound quality is also goodAlexa listen well to your command and also act very smartly.smart lady.I'm amazed with it music quality even when paired with mobile it plays loud but struggling to make a callHapppy me !,0.21375,Positive
1,2,"I received the product without the Wipro(despite making the selection) bulb which was offered as a combo.Customer care was of no help, citing some stupid policies and are asking me to return the item altogether. I wish I got what was promised.Update - sound recognition seems poor, watch out!",-0.3,Negative
5,0,"Amazing product just go for it. But there is one con if you are buying this for playing songs plzz don't because sound quality is not that great but it is good, but don't worry you can connect your speakers and sub woofer to alexa via aux or Bluetooth. The last thing I wanna say it's amazing, you even can play games with alexa like kbc, wheel of fun and many more. Thankyou for reading my review",0.488888889,Positive
3,0,Its good but not so because We cannt commnd it without InternetIts just useless if u dont have Wifi at home bczz it wont work on Hotspot I had tried alot But ITS JUST AWESOME im using it daily and ya one more thing The sound is just awesome,0.442857143,Positive
1,1,"Yes, in just 9 months, the speakers are crackling. I have placed a complaint and it will be replaced. But now I am very doubtful about the quality. If it happens again after 8-9 months, there will not be warranty to cover it.And Alexa App is the worst app on my iPhone.Looks like it is designed by developers with 0 UX knowledge and it is very buggy",-0.525,Negative
5,0,"With family you can have a nice time with Alexa, you can ask some songs to play and it plays nicely. Voice quality is not that great just a smart speaker. You won’t be using for regular days it gets used only 2-3 times in a month.",0.369047619,Positive
4,0,"I have placed this in kitchen room. While cooking this is best for remote instructions. One can ask for time , news and mostly sings with voice commands only. This is really innovative solutions product.Only one cos is it still didnt recongise the Hindi language.",0.38,Positive
3,0,1. Alexa works flawlessly!2. Amazon music is bad while asking to play bollywood songs.3. It doesn’t connect with apple music! It has option to but not supported in India I guess.4. Sound is just okay!! It’s echo dot you can’t expect it to be like a woofer speaker but still they could improve it.,0.102083333,Positive
4,0,"While purchasing Echo Dot, I expected far more compatibility & sync with my phone Apps. However a lot of more Integration has to be done with the commonly used APPs. For eg, JIO SaaVN playlists should also be accessible from ECHO Dot. Similarly YouTube/ Maps also needs to be Integrated too, for more compatibility & increase the utility.",0.196875,Positive
3,0,I reduced two starOne for its purely based attracking money ..there is not possible to make any calls or join any calls...its just music with blue tooth in fact aux also line out not line inSecond star i reduced because the way smart team to get the business from customer i mean its kind of grabbing money,0.119345238,Positive
1,2,"I am very happy with my new alexa echo dot device. It turned out better than i expected. The speakers on this device are great. But the only problem I have is that whenever i try to stop a playing music, news flashing, podcast midway. It doesn't stop the music. I have tired various different commands pause, stop current song, etc.",0.193636364,Positive
5,0,"If you have been thinking of what machines can do then this is the ultimate. With music and so many actions at just a demand, Alexa is a revolution in Technology. This is a companion you can be proud to have to help you with many activities including switching on/off your electrical devices at just a command from you.",0.45,Positive
3,0,The media could not be loaded.  This is good but this can't play another song on YouTube even he can't read the lesson what I say and only one answer I don't know and he close I don't and he read Wikipedia in one sentence he did give all information like Google please I request add this function to alexa make update on alexa app in mobile through you can update the alexa hope you see this and work on this,0.35,Positive
4,0,I got a pink one. Good colour. Quite good. And recognises my voice and all. The only problem is my country is set to USA and not getting changed to “India “Rest all going well.,0.325,Positive
3,0,"I like the color, product built, but the Alexa thing is not up to the mark. The news updates are not that helpful. Book reading from Amazon Prime is glitchy, doesn't have updated answers to some questions and blindly quotes Wiki and other sources.",-0.3125,Negative
3,0,"It does not have inbuilt battery, you have to plug it all the time to operate.. that is the worst part of this device.Generally you will get the same sound quality with inbuild battery at this price.. alaxa can't be used while traveling because of no inbuilt battery.",-0.2,Negative
2,0,After 20 days microphone start giving problems..Had to give loud instructions with in 5 feet of range.I was thinking of buying 4th gen as well but stopped after seeing it's working,0.1,Positive
